,Nhu cầu,Tổng tiền,Diện tích,Địa chỉ,Phòng ngủ,Phòng vệ sinh,Nội thất,Pháp lý sở hữu,View,Tầng,Hot,Mã căn
1081,Bán,1765200000,60.45,thủ đức,2,2,None,None,Đông Bắc,13.0,False,A3-B7-14 / 13.19-Đạt Gia Residence
1082,Bán,1686000000,56.55,thủ đức,2,2,Ko,None,Đông Bắc,10.0,False,A3-C3-11 / 10.15-Đạt Gia Residence
1083,Bán,1725000000,53.29,thủ đức,2,1,Full,None,Đông Nam,7.0,False,A1-E16-8 / 7.16-Đạt Gia Residence
1084,Bán,1600000000,53.29,thủ đức,2,1,Full,None,Đông Nam,12.0,False,A1-E16-12B / 12.16-Đạt Gia Residence
1085,Bán,2050000000,78.0,thủ đức,3,2,Ko,None,Đông Bắc,9.0,False,A3-A1-10 / 9.13-Đạt Gia Residence
1086,Bán,2200000000,78.0,thủ đức,3,2,Full,None,Đông Bắc,16.0,False,A3-A1-17 / 16.13-Đạt Gia Residence
1087,Bán,2068000000,78.0,thủ đức,3,2,Full,None,Đông Bắc,11.0,False,A3-A1-12A / 11.13-Đạt Gia Residence
1088,Thuê,8000000,78.0,thủ đức,3,2,Có,None,Đông Bắc,18.0,False,A3-A1-19 / 18.13-Đạt Gia Residence
1089,Bán,2161000000,70.72,thủ đức,2,2,Full,None,Đông Nam,7.0,False,A1-A14-8 / 7.14-Đạt Gia Residence
1090,Bán,1650000000,60.45,thủ đức,2,2,Có,None,Đông Bắc,2.0,False,A3-B2-3 / 2.14-Đạt Gia Residence
1091,Thuê,8000000,70.72,thủ đức,2,2,Ko,None,Đông Nam,19.0,False,A1-A14-20 / 19.14-Đạt Gia Residence
1092,Bán,1850000000,59.76,thủ đức,2,2,Full,None,Tây Bắc,5.0,False,A1-C15-6 / 5.15-Đạt Gia Residence
1093,Bán,1700000000,59.76,thủ đức,2,2,Có,None,Tây Bắc,7.0,False,A1-C15-8 / 7.15-Đạt Gia Residence
1094,Bán,2000000000,70.72,thủ đức,2,2,Full,None,Đông Nam,17.0,False,A1-A11-18 / 17.11-Đạt Gia Residence
1095,Thuê,6000000,56.0,thủ đức,2,2,None,None,Tây Nam,14.0,False,A3-H33-15 / 14.11-Đạt Gia Residence
1096,Bán,1807000000,67.62,thủ đức,2,2,Full,None,Đông Nam,13.0,False,A1-B12A-14 / 13.12-Đạt Gia Residence
1097,Bán,1910000000,67.62,thủ đức,2,2,Có,None,Đông Nam,16.0,False,A1-B12A-17 / 16.12-Đạt Gia Residence
1098,Bán,1746000000,57.4,thủ đức,2,2,Có,None,Tây Nam,18.0,False,A3-G34-19 / 18.12-Đạt Gia Residence
1099,Bán,2060000000,67.62,thủ đức,2,2,Ko,None,Đông Nam,5.0,False,A1-B12B-6 / 5.13-Đạt Gia Residence
1100,Bán,1760000000,62.48,thủ đức,2,2,Có,None,Tây Bắc,13.0,False,A1-D9-14 / 13.09-Đạt Gia Residence
1101,Bán,1707000000,62.48,thủ đức,2,2,Ko,None,Tây Bắc,17.0,False,A1-D9-18 / 17.09-Đạt Gia Residence
1102,Bán,1423000000,50.53,thủ đức,1,1,Có,None,Tây Bắc,8.0,False,A3-I31-9 / 8.09-Đạt Gia Residence
1103,Bán,1700000000,59.76,thủ đức,2,2,Ko,None,Tây Bắc,2.0,False,A1-C10-3 / 2.10-Đạt Gia Residence
1104,Bán,1506000000,50.53,thủ đức,1,1,Full,None,Tây Bắc,15.0,False,A3-I31-16 / 15.09-Đạt Gia Residence
1105,Bán,1748000000,59.76,thủ đức,2,2,Có,None,Tây Bắc,16.0,False,A1-C10-17 / 16.10-Đạt Gia Residence
1106,Bán,2065000000,70.72,thủ đức,2,2,Ko,None,Đông Nam,9.0,False,A1-A11-10 / 9.11-Đạt Gia Residence
1107,Bán,2050000000,62.48,thủ đức,2,2,Full,None,Đông Nam,5.0,False,A1-D8-6 / 5.08-Đạt Gia Residence
1108,Bán,1641000000,56.0,thủ đức,2,2,Có,None,Đông Bắc,9.0,False,A3-H29-10 / 9.07-Đạt Gia Residence
1109,Bán,1737000000,56.0,thủ đức,2,2,Full,None,Đông Bắc,12.0,False,A3-H29-12B / 12.07-Đạt Gia Residence
1110,Bán,2120000000,62.48,thủ đức,2,2,Full,None,Đông Nam,5.0,False,A1-D8-6 / 5.08-Đạt Gia Residence
1111,Bán,1860000000,62.48,thủ đức,2,2,Full,None,Đông Nam,15.0,False,A1-D8-16 / 15.08-Đạt Gia Residence
1112,Bán,2600000000,78.0,thủ đức,3,2,Full,None,Tây Nam,7.0,False,A3-A27-8 / 7.05-Đạt Gia Residence
1113,Bán,1950000000,70.72,thủ đức,2,2,Full,None,Tây Bắc,11.0,False,A1-A6-12A / 11.06-Đạt Gia Residence
1114,Bán,2200000000,78.0,thủ đức,3,2,Có,None,Tây Nam,2.0,False,A3-A27-3 / 2.05-Đạt Gia Residence
1115,Bán,2110000000,78.0,thủ đức,3,2,Full,None,Tây Nam,18.0,False,A3-A27-19 / 18.05-Đạt Gia Residence
1116,Thuê,6500000,70.72,thủ đức,2,2,Có,None,Tây Bắc,4.0,False,A1-A6-5 / 4.06-Đạt Gia Residence
1117,Bán,1795000000,57.4,thủ đức,2,2,None,None,Đông Bắc,14.0,False,A3-G28-15 / 14.06-Đạt Gia Residence
1118,Bán,2000000000,70.72,thủ đức,2,2,Full,None,Tây Bắc,13.0,False,A1-A6-14 / 13.06-Đạt Gia Residence
1119,Bán,1788000000,57.4,thủ đức,2,2,Full,None,Đông Bắc,5.0,False,A3-G28-6 / 5.06-Đạt Gia Residence
1120,Bán,1800000000,59.76,thủ đức,2,2,Ko,None,Đông Nam,6.0,False,A1-C7-7 / 6.07-Đạt Gia Residence
1121,Bán,1639000000,56.55,thủ đức,2,2,None,None,Tây Nam,4.0,False,A3-C25-5 / 4.03-Đạt Gia Residence
1122,Bán,1876000000,67.62,thủ đức,2,2,Ko,None,Tây Bắc,13.0,False,A1-B4-14 / 13.04-Đạt Gia Residence
1123,Bán,1800000000,67.62,thủ đức,2,2,Ko,None,Tây Bắc,19.0,False,A1-B4-20 / 19.04-Đạt Gia Residence
1124,Bán,1841000000,60.45,thủ đức,2,2,Full,None,Tây Nam,5.0,False,A3-B26-6 / 5.04-Đạt Gia Residence
1125,Bán,1746000000,60.45,thủ đức,2,2,Full,None,Tây Nam,9.0,False,A3-B26-10 / 9.04-Đạt Gia Residence
1126,Bán,1542000000,53.29,thủ đức,2,1,Có,None,Đông Nam,1.0,False,A1-E1-2 / 1.01-Đạt Gia Residence
1127,Bán,1650000000,53.29,thủ đức,2,1,Ko,None,Đông Nam,3.0,False,A1-E1-4 / 3.01-Đạt Gia Residence
1128,Bán,2100000000,53.29,thủ đức,2,1,None,None,Đông Nam,11.0,False,A1-E1-12A / 11.01-Đạt Gia Residence
1129,Bán,2100000000,53.29,thủ đức,2,1,Ko,None,Đông Nam,8.0,False,A1-E1-9 / 8.01-Đạt Gia Residence
1130,Bán,1750000000,59.76,thủ đức,2,2,Ko,None,Đông Nam,12.0,False,A1-C2-12B / 12.02-Đạt Gia Residence
1131,Bán,1895000000,56.55,thủ đức,2,2,Có,None,Tây Nam,3.0,False,A3-C24-4 / 3.02-Đạt Gia Residence
1132,Thuê,11000000,90.88,quận 9,3,2,Ko,HDMB,Tây Bắc,6.0,False,A-06-03-Saigon Gateway
1133,Thuê,7500000,70.0,thủ đức,2,2,Ko,Sổ hồng,None,12.0,False,A12.09-Fresca Riverside
1134,Bán,2400000000,68.76,thủ đức,2,2,Ko,HDMB,None,10.0,False,A9-10-lavita garden 
1135,Thuê,10000000,71.4,thủ đức,2,2,Full,HDMB,Tây Nam,8.0,False,A4-08-Lavita Garden
1136,Bán,2786000000,71.4,thủ đức,2,2,None,HDMB,Đông Nam,18.0,False,B7-18-Lavita Garden
1137,Bán,2627000000,71.4,thủ đức,2,2,None,HDMB,Đông Bắc,6.0,False,B13-06-Lavita Garden
1138,Thuê,8500000,71.68,thủ đức,2,2,Ko,HDMB,Tây Bắc,17.0,False,B12-17-Lavita Garden
1139,Bán,2530000000,68.76,thủ đức,2,2,None,HDMB,Đông Nam,6.0,False,B3-06-Lavita Garden
1140,Bán,2650000000,68.76,thủ đức,2,2,None,HDMB,Đông Nam,16.0,False,B5-16-Lavita Garden
1141,Thuê,7000000,51.1,thủ đức,1,1,Ko,HDMB,Đông Bắc,12.0,False,A6-12-Lavita Garden
1142,Thuê,8500000,51.1,thủ đức,1,1,Full,HDMB,Đông Bắc,19.0,False,A6-19-Lavita Garden
1143,Thuê,8000000,51.1,thủ đức,1,1,None,HDMB,Đông Bắc,16.0,False,A6-16-Lavita Garden
1144,Thuê,10000000,68.76,thủ đức,2,2,Full,HDMB,Tây Bắc,16.0,False,A8-16-Lavita Garden
1145,Bán,2429000000,68.76,thủ đức,2,2,Có,HDMB,Đông Nam,10.0,False,A16-10-Lavita Garden
1146,Thuê,9000000,68.76,thủ đức,2,2,None,HDMB,Tây Nam,12.0,False,A3-12-Lavita Garden
1147,Thuê,12000000,71.4,thủ đức,2,2,Full,HDMB,Tây Nam,8.0,False,A4-08-Lavita Garden
1148,Bán,2675000000,71.4,thủ đức,2,2,None,HDMB,Tây Bắc,4.0,False,A12-04-Lavita Garden
1149,Thuê,11000000,68.76,thủ đức,2,2,Full,HDMB,Đông Nam,15.0,False,A14-15-Lavita Garden
1150,Bán,2400000000,68.76,thủ đức,2,2,None,HDMB,Đông Nam,2.0,False,A16-02-Lavita Garden
1151,Thuê,11000000,86.98,None,3,2,Có,HDMB,Đông Nam,0.0,False,c9-12a-9 view
1152,Bán,3000000000,86.98,None,3,2,Full,HDMB,Đông Nam,15.0,False,c9-15-9 view
1153,Bán,2777000000,58.1,None,2,2,Có,HDMB,Tây Nam,9.0,False,c14-09-9 view
1154,Thuê,12500000,86.98,None,3,2,Full,HDMB,Đông Nam,10.0,False,b8-10-9 view
1155,Bán,3250000000,86.98,None,3,2,Có,HDMB,Đông Bắc,9.0,False,c1-09-9 view
1156,Thuê,10000000,86.98,None,3,2,None,HDMB,Đông Bắc,13.0,False,c1-13-9 view
1157,Thuê,12000000,86.98,None,3,2,Full,HDMB,Đông Bắc,15.0,False,c1-15-9 view
1158,Bán,2350000000,58.1,None,2,2,Full,HDMB,Tây Bắc,16.0,False,b2-16-9 view
1159,Bán,2471000000,64.98,None,2,2,Có,HDMB,Đông Nam,10.0,False,b15-10-9 view
1160,Bán,2532000000,64.98,None,2,2,Có,HDMB,Đông Nam,13.0,False,b15-13-9 view
1161,Bán,2295000000,58.1,None,2,2,Full,HDMB,Đông Nam,15.0,False,a7-15-9 view
1162,Bán,2721000000,81.34,None,3,2,Có,HDMB,Đông Nam,10.0,False,b10-10-9 view
1163,Bán,3109000000,86.98,None,3,2,Có,HDMB,Tây Nam,4.0,False,a3-04-9 view
1164,Bán,3083000000,86.98,None,3,2,Full,HDMB,Tây Nam,7.0,False,a3-07-9 view
1165,Bán,2400000000,60.21,None,2,2,Full,HDMB,Đông Nam,4.0,False,a6-04-9 view
1166,Bán,3000000000,86.98,None,3,2,Ko,HDMB,Tây Nam,17.0,False,a3-17-9 view
1167,Thuê,10000000,81.26,None,3,2,Có,HDMB,Đông Nam,4.0,False,a12-04-9 view
1168,Bán,3000000000,81.26,None,3,2,None,HDMB,Đông Nam,5.0,False,a12-05-9 view
1169,Thuê,12000000,81.26,None,3,2,Full,HDMB,Tây Bắc,15.0,False,a13-15-9 view
1170,Bán,3083000000,86.98,None,3,2,Full,HDMB,Đông Bắc,4.0,False,a2-04-9 view
1171,Bán,2720000000,58.1,None,2,2,Ko,HDMB,Đông Bắc,17.0,False,a1-17-9 view
1172,Thuê,15000000,160.3,None,Shophouse,Shophouse,Ko,HDMB,Đông Nam,0.0,False,tm30-9 view
1173,Bán,2195000000,58.1,None,2,2,Full,HDMB,Đông Bắc,5.0,False,a1-05-9 view
1174,Bán,5000000000,149.73,None,Shophouse,Shophouse,None,HDMB,Đông Nam,0.0,False,tm34-9 view
1175,Bán,2773000000,75.45,thủ đức,2,2,Full,HDMB,Đông Bắc,14.0,False,D2.14.01-4S Linh Đông
1176,Bán,2885000000,69.94,thủ đức,2,2,Full,HDMB,Đông Bắc,19.0,False,D2.19.03-4S Linh Đông
1177,Bán,2500000000,75.45,thủ đức,2,2,Có,HDMB,Đông Bắc,20.0,False,D2.20.01-4S Linh Đông
1178,Bán,2585000000,68.72,thủ đức,2,2,Ko,HDMB,Đông Bắc,19.0,False,D2.19.02-4S Linh Đông
1179,Bán,3200000000,78.34,thủ đức,2,2,None,HDMB,Tây Nam,20.0,False,D2.20.06-4S Linh Đông
1180,Bán,2900000000,81.42,thủ đức,3,2,Full,HDMB,Tây Nam,10.0,True,D1.10.04-4S Linh Đông
1181,Bán,2800000000,68.72,thủ đức,2,2,Full,HDMB,Đông Bắc,17.0,False,D1.17.02-4S Linh Đông
1182,Bán,2848000000,75.45,thủ đức,2,2,Full,HDMB,Đông Bắc,15.0,False,D1.15.01-4S Linh Đông
1183,Bán,3000000000,81.42,thủ đức,3,2,Có,HDMB,Tây Nam,15.0,False,D1.15.04-4S Linh Đông
1184,Bán,2850000000,80.2,thủ đức,3,2,Full,HDMB,Tây Nam,19.0,False,D1.19.05-4S Linh Đông
1185,Bán,2855000000,71.09,thủ đức,2,2,None,HDMB,Tây Nam,3.0,False,D2.03.04-4S Linh Đông
1186,Bán,2700000000,80.2,thủ đức,3,2,Full,HDMB,Tây Nam,18.0,False,D1.18.05-4S Linh Đông
1187,Bán,2563000000,71.09,thủ đức,2,2,Full,HDMB,Tây Nam,4.0,False,D2.04.04-4S Linh Đông
1188,Bán,2361000000,69.94,thủ đức,2,2,Full,HDMB,Đông Bắc,3.0,False,D2.03.03-4S Linh Đông
1189,Bán,2260000000,68.72,thủ đức,2,2,None,HDMB,Đông Bắc,5.0,False,D2.05.02-4S Linh Đông
1190,Bán,2415000000,69.1,thủ đức,2,2,Full,HDMB,Tây Nam,4.0,False,D2.04.05-4S Linh Đông
1191,Bán,2500000000,75.45,thủ đức,2,2,Full,HDMB,Đông Bắc,10.0,False,D2.10.01-4S Linh Đông
1192,Bán,2350000000,67.2,thủ đức,2,2,None,HDMB,Đông Bắc,12.0,False,C2.12.06-4S Linh Đông
1193,Bán,2600000000,80.2,thủ đức,3,2,Full,HDMB,Tây Nam,3.0,False,D1.03.05-4S Linh Đông
1194,Bán,2700000000,75.45,thủ đức,2,2,Full,HDMB,Đông Bắc,6.0,True,D1.06.01-4S Linh Đông
1195,Bán,2500000000,69.94,thủ đức,2,2,Full,HDMB,Đông Bắc,8.0,False,D1.08.03-4S Linh Đông
1196,Bán,3900000000,140.0,thủ đức,3,2,Ko,HDMB,Đông Bắc,8.0,False,C1.08.08-4S Linh Đông
1197,Bán,2250000000,71.0,thủ đức,2,2,Full,HDMB,Tây Nam,12.0,True,C1.12.02-4S Linh Đông
1198,Bán,2150000000,76.2,thủ đức,2,2,None,HDMB,Đông Bắc,2.0,False,C2.02.08-4S Linh Đông
1199,Bán,2100000000,67.2,thủ đức,2,2,Ko,HDMB,Đông Bắc,5.0,False,C2.05.06-4S Linh Đông
1200,Bán,2025000000,67.2,thủ đức,2,2,Có,HDMB,Đông Bắc,2.0,False,C1.02.06-4S Linh Đông
1201,Bán,2150000000,67.2,thủ đức,2,2,Full,HDMB,Đông Bắc,8.0,False,C1.08.06-4S Linh Đông
1202,Bán,2200000000,76.8,thủ đức,2,2,Có,HDMB,Đông Bắc,14.0,False,B2.14.12-4S Linh Đông
1203,Thuê,9000000,72.9,thủ đức,2,2,Có,HDMB,Tây Nam,15.0,False,B2.15.06-4S Linh Đông
1204,Bán,2250000000,72.6,thủ đức,2,2,Full,HDMB,Tây Nam,2.0,False,C1.02.04-4S Linh Đông
1205,Thuê,8000000,76.2,thủ đức,2,2,Ko,HDMB,Đông Bắc,5.0,False,C1.05.08-4S Linh Đông
1206,Bán,2400000000,76.2,thủ đức,2,2,None,HDMB,Đông Bắc,7.0,False,C1.07.08-4S Linh Đông
1207,Bán,2300000000,72.7,thủ đức,2,2,None,HDMB,Đông Bắc,3.0,False,B2.03.09-4S Linh Đông
1208,Bán,2400000000,77.1,thủ đức,2,2,Full,HDMB,Đông Bắc,9.0,False,B2.09.07-4S Linh Đông
1209,Bán,2300000000,76.8,thủ đức,2,2,Có,HDMB,Đông Bắc,9.0,False,B1.09.12-4S Linh Đông
1210,Bán,2100000000,72.7,thủ đức,2,2,Full,HDMB,Đông Bắc,14.0,False,B1.14.09-4S Linh Đông
1211,Bán,2168000000,76.8,thủ đức,2,2,Có,HDMB,Đông Bắc,15.0,False,B1.15.12-4S Linh Đông
1212,Bán,2500000000,75.02,thủ đức,2,2,Full,HDMB,Tây Nam,16.0,False,A2.16.07-4S Linh Đông
1213,Bán,2000000000,70.9,thủ đức,2,2,Ko,HDMB,Tây Nam,3.0,False,B1.03.03-4S Linh Đông
1214,Bán,2500000000,76.7,thủ đức,2,2,Full,HDMB,Tây Nam,6.0,False,B1.06.01-4S Linh Đông
1215,Bán,1939000000,55.8,thủ đức,2,2,Có,HDMB,Tây Nam,6.0,False,B1.06.05-4S Linh Đông
1216,Bán,2150000000,66.2,thủ đức,2,2,Full,HDMB,Đông Bắc,6.0,True,B1.06.08-4S Linh Đông
1217,Bán,2500000000,74.74,thủ đức,2,2,Full,HDMB,Đông Bắc,6.0,False,A2.06.01-4S Linh Đông
1218,Bán,2400000000,74.74,thủ đức,2,2,Có,HDMB,Đông Bắc,12.0,False,A1.12.01-4S Linh Đông
1219,Bán,2500000000,71.2,thủ đức,2,2,Có,HDMB,Đông Bắc,12.0,False,A1.12.06-4S Linh Đông
1220,Bán,2472000000,74.74,thủ đức,2,2,Full,HDMB,Đông Bắc,16.0,False,A1.16.01-4S Linh Đông
1221,Bán,2400000000,71.2,thủ đức,2,2,Full,HDMB,Đông Bắc,14.0,False,A1.14.06-4S Linh Đông
1222,Bán,2700000000,75.0,thủ đức,2,2,None,HDMB,Tây Nam,2.0,False,A2.02.12-4S Linh Đông
1223,Bán,2152000000,75.02,thủ đức,2,2,None,HDMB,Tây Nam,3.0,False,A2.03.07-4S Linh Đông
1224,Bán,2300000000,74.74,thủ đức,2,2,None,HDMB,Đông Bắc,3.0,False,A2.03.01-4S Linh Đông
1225,Bán,1878000000,53.9,thủ đức,2,2,None,HDMB,Đông Bắc,5.0,False,A2.05.05-4S Linh Đông
1226,Bán,2354000000,74.74,thủ đức,2,2,Full,HDMB,Đông Bắc,3.0,False,A1.03.01-4S Linh Đông
1227,Thuê,9000000,75.02,thủ đức,2,2,Có,HDMB,Tây Nam,5.0,False,A1.05.07-4S Linh Đông
1228,Bán,2350000000,74.74,thủ đức,2,2,Full,HDMB,Đông Bắc,8.0,False,A1.08.01-4S Linh Đông
1229,Thuê,6500000,64.2,thủ đức,2,2,Có,Sổ hồng,Đông Bắc,18.0,False,B0-18.28-Sunview Town
1230,Thuê,12000000,0.0,thủ đức,Shophouse,Shophouse,None,Sổ hồng,Đông Nam,0.0,False,TM.A1.06-Sunview Town
1231,Bán,3300000000,87.0,thủ đức,Shophouse,Shophouse,Ko,Sổ hồng,Đông Nam,0.0,False,TM.A2.07-Sunview Town
1232,Bán,3003000000,84.0,thủ đức,Shophouse,Shophouse,None,Sổ hồng,Đông Nam,0.0,False,TM.A2.12-Sunview Town
1233,Bán,4000000000,0.0,thủ đức,Shophouse,Shophouse,None,Sổ hồng,Đông Nam,0.0,False,TM.A2.03-Sunview Town
1234,Bán,4292000000,0.0,thủ đức,Shophouse,Shophouse,None,Sổ hồng,Đông Nam,0.0,False,TM.A1.12-Sunview Town
1235,Bán,4000000000,107.0,thủ đức,Shophouse,Shophouse,None,Sổ hồng,Đông Nam,0.0,False,TM.B0.01-Sunview Town
1236,Bán,1900000000,64.2,thủ đức,2,2,Ko,Sổ hồng,Đông Nam,15.0,False,B0-15.15-Sunview Town
1237,Thuê,10000000,91.46,thủ đức,3,2,Có,Sổ hồng,Tây Bắc,16.0,False,B0-16.07-Sunview Town
1238,Bán,2526000000,70.61,thủ đức,2,2,Full,Sổ hồng,Tây Nam,16.0,False,B0-16.19-Sunview Town
1239,Bán,2326000000,76.98,thủ đức,2,2,Full,Sổ hồng,Đông Nam,17.0,False,B0-17.08-Sunview Town
1240,Bán,2500000000,64.2,thủ đức,2,2,Full,Sổ hồng,Đông Nam,11.0,False,B0-11.09-Sunview Town
1241,Bán,2700000000,64.2,thủ đức,2,2,Full,Sổ hồng,Tây Nam,12.0,False,B0-12.22-Sunview Town
1242,Bán,2100000000,64.2,thủ đức,2,2,Full,Sổ hồng,Đông Bắc,12.0,False,B0-12.27-Sunview Town
1243,Bán,2121000000,64.2,thủ đức,2,2,Full,Sổ hồng,Tây Bắc,9.0,False,B0-09.02-Sunview Town
1244,Bán,2600000000,64.2,thủ đức,2,2,Full,Sổ hồng,Đông Nam,9.0,False,B0-09.13-Sunview Town
1245,Thuê,7000000,64.2,thủ đức,2,2,None,Sổ hồng,Tây Bắc,9.0,False,B0-09.05-Sunview Town
1246,Bán,2003000000,64.2,thủ đức,2,2,Full,Sổ hồng,Đông Bắc,8.0,False,B0-08.28-Sunview Town
1247,Bán,2150000000,70.61,thủ đức,2,2,None,Sổ hồng,Tây Nam,9.0,False,B0-09.19-Sunview Town
1248,Bán,1600000000,44.67,thủ đức,1,1,None,Sổ hồng,Đông Bắc,10.0,False,B0-10.29-Sunview Town
1249,Bán,2500000000,64.2,thủ đức,2,2,Có,Sổ hồng,Đông Nam,4.0,False,B0-04.12-Sunview Town
1250,Thuê,6000000,44.67,thủ đức,1,1,Ko,Sổ hồng,Đông Bắc,5.0,False,B0-05.29-Sunview Town
1251,Bán,2252000000,76.98,thủ đức,2,2,Có,Sổ hồng,Đông Nam,7.0,False,B0-07.08-Sunview Town
1252,Bán,1892000000,54.0,thủ đức,2,1,Full,Sổ hồng,Tây Bắc,16.0,False,A3-16.16-Sunview Town
1253,Bán,1700000000,54.0,thủ đức,2,1,Full,Sổ hồng,Tây Bắc,12.0,False,A3-12.16-Sunview Town
1254,Bán,2200000000,71.55,thủ đức,2,2,Ko,Sổ hồng,Tây Bắc,9.0,False,A3-09.19-Sunview Town
1255,Thuê,6000000,57.72,thủ đức,2,2,None,Sổ hồng,Tây Bắc,17.0,False,A2-17.19-Sunview Town
1256,Bán,1853000,59.0,thủ đức,2,2,None,Sổ hồng,Đông Nam,4.0,False,A3-04.04-Sunview Town
1257,Bán,2251000000,71.55,thủ đức,2,2,None,Sổ hồng,Đông Nam,5.0,False,A3-05.07-Sunview Town
1258,Bán,1850000000,57.72,thủ đức,2,2,Có,Sổ hồng,Tây Bắc,14.0,False,A2-14.02-Sunview Town
1259,Bán,1900000000,52.81,thủ đức,2,1,Ko,Sổ hồng,Đông Nam,15.0,False,A2-15.07-Sunview Town
1260,Bán,1826000000,57.72,thủ đức,2,2,Có,Sổ hồng,Tây Bắc,9.0,False,A2-09.22-Sunview Town
1261,Bán,2000000000,57.72,thủ đức,2,2,Ko,Sổ hồng,Đông Nam,11.0,False,A2-11.06-Sunview Town
1262,Bán,1780000000,57.72,thủ đức,2,2,None,Sổ hồng,Tây Bắc,4.0,False,A2-04.01-Sunview Town
1263,Bán,2048000000,69.32,thủ đức,2,2,Full,Sổ hồng,Đông Nam,3.0,False,A2-03.04-Sunview Town
1264,Bán,2250000000,69.32,thủ đức,2,2,Full,Sổ hồng,Đông Nam,4.0,False,A2-04.15-Sunview Town
1265,Thuê,7000000,57.72,thủ đức,2,2,Có,Sổ hồng,Tây Bắc,7.0,False,A2-07.02-Sunview Town
1266,Bán,2400000000,62.19,thủ đức,2,2,None,Sổ hồng,Tây Nam,16.0,False,A1-16.11-Sunview Town
1267,Bán,2000000000,57.72,thủ đức,2,2,Full,Sổ hồng,Tây Bắc,12.0,False,A1-12.22-Sunview Town
1268,Bán,1926000000,69.32,thủ đức,2,2,Ko,Sổ hồng,Tây Bắc,14.0,False,A1-14.04-Sunview Town
1269,Bán,2000000000,57.72,thủ đức,2,2,None,Sổ hồng,Đông Nam,15.0,False,A1-15.09-Sunview Town
1270,Bán,2045000000,57.72,thủ đức,2,2,None,Sổ hồng,Tây Bắc,11.0,False,A1-11.22-Sunview Town
1271,Bán,2120000000,69.32,thủ đức,2,2,Full,Sổ hồng,Tây Bắc,11.0,False,A1-11.04-Sunview Town
1272,Bán,2026000000,69.32,thủ đức,2,2,Có,Sổ hồng,Đông Nam,11.0,False,A1-11.25-Sunview Town
1273,Bán,1950000000,69.32,thủ đức,2,2,Ko,Sổ hồng,Tây Bắc,11.0,False,A1-11.24-Sunview Town
1274,Bán,2400000000,57.72,thủ đức,2,2,Full,Sổ hồng,Đông Nam,7.0,False,A1-07.08-Sunview Town
1275,Thuê,9000000,76.56,thủ đức,3,2,Full,Sổ hồng,Tây Nam,7.0,False,A1-07.10-Sunview Town
1276,Thuê,7000000,57.72,thủ đức,2,2,Có,Sổ hồng,Tây Bắc,3.0,False,A1-03.03-Sunview Town
1277,Bán,2200000000,76.56,thủ đức,3,2,Ko,Sổ hồng,Tây Nam,3.0,False,A1-03.10-Sunview Town
1278,Bán,2100000000,69.32,thủ đức,2,2,None,Sổ hồng,Đông Nam,4.0,False,A1-04.05-Sunview Town
1279,Bán,2006000000,57.72,thủ đức,2,2,Full,Sổ hồng,Đông Bắc,4.0,False,A1-04.32-Sunview Town
1280,Bán,1674000000,52.81,thủ đức,2,1,Ko,Sổ hồng,Đông Bắc,4.0,False,A1-04.33-Sunview Town
1281,Bán,2050000000,69.32,thủ đức,2,2,Có,Sổ hồng,Tây Bắc,5.0,False,A1-05.04-Sunview Town
1282,Thuê,8000000,65.9,quận 9,2,2,Có,HDMB,Tây Nam,6.0,False,B-06-18-Saigon Gateway
1283,Thuê,11500000,96.0,quận 9,3,2,Full,HDMB,Tây Bắc,4.0,False,A-4-18-The Eastern
1284,Thuê,20000000,57.38,quận 9,2,2,Ko,HDMB,Đông Bắc,17.0,False,A1-17-03-Gia Hòa Art
1285,Bán,2500000000,65.9,quận 9,2,2,Full,HDMB,Đông Bắc,16.0,False,B-16-03-Saigon Gateway
1286,Bán,2350000000,61.78,quận 9,2,2,Full,HDMB,None,1.0,False,B-01-09-Saigon Gateway
1287,Bán,2440000000,65.92,quận 9,2,2,Ko,HDMB,Đông Nam,10.0,False,B-10-10-Saigon Gateway
1288,Bán,2496000000,66.48,quận 9,2,2,Full,HDMB,Đông Bắc,24.0,False,B-24-21-Saigon Gateway
1289,Bán,2400000000,65.9,quận 9,2,2,Ko,HDMB,Tây Nam,24.0,False,B-24-17-Saigon Gateway
1290,Bán,3250000000,110.7,thủ đức,3,2,Có,Sổ hồng,Tây Bắc,5.0,False,B2-5.4-The Navita
1291,Bán,3500000000,110.7,thủ đức,3,2,Có,Sổ hồng,Đông Nam,7.0,False,B2-7.10-The Navita
1292,Bán,3800000000,110.7,thủ đức,3,2,Full,Sổ hồng,Đông Nam,7.0,False,B2-7.12-The Navita
1293,Bán,4600000000,68.88,quận 9,2,2,Full,HDMB,Đông Bắc,2.0,False,D1-02-02-Gia Hòa Art
1294,Bán,2896680000,68.88,quận 9,2,2,Full,HDMB,Tây Nam,13.0,False,D1-13-05-Gia Hòa Art
1295,Bán,2850000000,68.88,quận 9,2,2,Ko,HDMB,Đông Bắc,13.0,False,D1-13-02-Gia Hòa Art
1296,Bán,3000000000,59.49,quận 9,2,2,None,HDMB,Tây Bắc,15.0,False,D1-15-03-Gia Hòa Art
1297,Bán,2950000000,68.88,quận 9,2,2,None,HDMB,Tây Nam,16.0,False,D1-16-05-Gia Hòa Art
