,Nhu cầu,Tổng tiền,Diện tích,Địa chỉ,Phòng ngủ,Phòng vệ sinh,Nội thất,Pháp lý sở hữu,View,Tầng,Hot,Mã căn
1021,Bán,1765200000,60.45,thủ đức,2,2,None,None,Đông Bắc,13.0,False,A3-B7-14 / 13.19-đạt gia residence
1022,Bán,1686000000,56.55,thủ đức,2,2,Ko,None,Đông Bắc,10.0,False,A3-C3-11 / 10.15-đạt gia residence
1023,Bán,1725000000,53.29,thủ đức,2,1,Full,None,Đông Nam,7.0,False,A1-E16-8 / 7.16-đạt gia residence
1024,Bán,1600000000,53.29,thủ đức,2,1,Full,None,Đông Nam,12.0,False,A1-E16-12B / 12.16-đạt gia residence
1025,Bán,2050000000,78.0,thủ đức,3,2,Ko,None,Đông Bắc,9.0,False,A3-A1-10 / 9.13-đạt gia residence
1026,Bán,2200000000,78.0,thủ đức,3,2,Full,None,Đông Bắc,16.0,False,A3-A1-17 / 16.13-đạt gia residence
1027,Bán,2068000000,78.0,thủ đức,3,2,Full,None,Đông Bắc,11.0,False,A3-A1-12A / 11.13-đạt gia residence
1028,Thuê,8000000,78.0,thủ đức,3,2,Có,None,Đông Bắc,18.0,False,A3-A1-19 / 18.13-đạt gia residence
1029,Bán,2161000000,70.72,thủ đức,2,2,Full,None,Đông Nam,7.0,False,A1-A14-8 / 7.14-đạt gia residence
1030,Bán,1650000000,60.45,thủ đức,2,2,Có,None,Đông Bắc,2.0,False,A3-B2-3 / 2.14-đạt gia residence
1031,Thuê,8000000,70.72,thủ đức,2,2,Ko,None,Đông Nam,19.0,False,A1-A14-20 / 19.14-đạt gia residence
1032,Bán,1850000000,59.76,thủ đức,2,2,Full,None,Tây Bắc,5.0,False,A1-C15-6 / 5.15-đạt gia residence
1033,Bán,1700000000,59.76,thủ đức,2,2,Có,None,Tây Bắc,7.0,False,A1-C15-8 / 7.15-đạt gia residence
1034,Bán,2000000000,70.72,thủ đức,2,2,Full,None,Đông Nam,17.0,False,A1-A11-18 / 17.11-đạt gia residence
1035,Thuê,6000000,56.0,thủ đức,2,2,None,None,Tây Nam,14.0,False,A3-H33-15 / 14.11-đạt gia residence
1036,Bán,1807000000,67.62,thủ đức,2,2,Full,None,Đông Nam,13.0,False,A1-B12A-14 / 13.12-đạt gia residence
1037,Bán,1910000000,67.62,thủ đức,2,2,Có,None,Đông Nam,16.0,False,A1-B12A-17 / 16.12-đạt gia residence
1038,Bán,1746000000,57.4,thủ đức,2,2,Có,None,Tây Nam,18.0,False,A3-G34-19 / 18.12-đạt gia residence
1039,Bán,2060000000,67.62,thủ đức,2,2,Ko,None,Đông Nam,5.0,False,A1-B12B-6 / 5.13-đạt gia residence
1040,Bán,1760000000,62.48,thủ đức,2,2,Có,None,Tây Bắc,13.0,False,A1-D9-14 / 13.09-đạt gia residence
1041,Bán,1707000000,62.48,thủ đức,2,2,Ko,None,Tây Bắc,17.0,False,A1-D9-18 / 17.09-đạt gia residence
1042,Bán,1423000000,50.53,thủ đức,1,1,Có,None,Tây Bắc,8.0,False,A3-I31-9 / 8.09-đạt gia residence
1043,Bán,1700000000,59.76,thủ đức,2,2,Ko,None,Tây Bắc,2.0,False,A1-C10-3 / 2.10-đạt gia residence
1044,Bán,1506000000,50.53,thủ đức,1,1,Full,None,Tây Bắc,15.0,False,A3-I31-16 / 15.09-đạt gia residence
1045,Bán,1748000000,59.76,thủ đức,2,2,Có,None,Tây Bắc,16.0,False,A1-C10-17 / 16.10-đạt gia residence
1046,Bán,2065000000,70.72,thủ đức,2,2,Ko,None,Đông Nam,9.0,False,A1-A11-10 / 9.11-đạt gia residence
1047,Bán,2050000000,62.48,thủ đức,2,2,Full,None,Đông Nam,5.0,False,A1-D8-6 / 5.08-đạt gia residence
1048,Bán,1641000000,56.0,thủ đức,2,2,Có,None,Đông Bắc,9.0,False,A3-H29-10 / 9.07-đạt gia residence
1049,Bán,1737000000,56.0,thủ đức,2,2,Full,None,Đông Bắc,12.0,False,A3-H29-12B / 12.07-đạt gia residence
1050,Bán,2120000000,62.48,thủ đức,2,2,Full,None,Đông Nam,5.0,False,A1-D8-6 / 5.08-đạt gia residence
1051,Bán,1860000000,62.48,thủ đức,2,2,Full,None,Đông Nam,15.0,False,A1-D8-16 / 15.08-đạt gia residence
1052,Bán,2600000000,78.0,thủ đức,3,2,Full,None,Tây Nam,7.0,False,A3-A27-8 / 7.05-đạt gia residence
1053,Bán,1950000000,70.72,thủ đức,2,2,Full,None,Tây Bắc,11.0,False,A1-A6-12A / 11.06-đạt gia residence
1054,Bán,2200000000,78.0,thủ đức,3,2,Có,None,Tây Nam,2.0,False,A3-A27-3 / 2.05-đạt gia residence
1055,Bán,2110000000,78.0,thủ đức,3,2,Full,None,Tây Nam,18.0,False,A3-A27-19 / 18.05-đạt gia residence
1056,Thuê,6500000,70.72,thủ đức,2,2,Có,None,Tây Bắc,4.0,False,A1-A6-5 / 4.06-đạt gia residence
1057,Bán,1795000000,57.4,thủ đức,2,2,None,None,Đông Bắc,14.0,False,A3-G28-15 / 14.06-đạt gia residence
1058,Bán,2000000000,70.72,thủ đức,2,2,Full,None,Tây Bắc,13.0,False,A1-A6-14 / 13.06-đạt gia residence
1059,Bán,1788000000,57.4,thủ đức,2,2,Full,None,Đông Bắc,5.0,False,A3-G28-6 / 5.06-đạt gia residence
1060,Bán,1800000000,59.76,thủ đức,2,2,Ko,None,Đông Nam,6.0,False,A1-C7-7 / 6.07-đạt gia residence
1061,Bán,1639000000,56.55,thủ đức,2,2,None,None,Tây Nam,4.0,False,A3-C25-5 / 4.03-đạt gia residence
1062,Bán,1876000000,67.62,thủ đức,2,2,Ko,None,Tây Bắc,13.0,False,A1-B4-14 / 13.04-đạt gia residence
1063,Bán,1800000000,67.62,thủ đức,2,2,Ko,None,Tây Bắc,19.0,False,A1-B4-20 / 19.04-đạt gia residence
1064,Bán,1841000000,60.45,thủ đức,2,2,Full,None,Tây Nam,5.0,False,A3-B26-6 / 5.04-đạt gia residence
1065,Bán,1746000000,60.45,thủ đức,2,2,Full,None,Tây Nam,9.0,False,A3-B26-10 / 9.04-đạt gia residence
1066,Bán,1542000000,53.29,thủ đức,2,1,Có,None,Đông Nam,1.0,False,A1-E1-2 / 1.01-đạt gia residence
1067,Bán,1650000000,53.29,thủ đức,2,1,Ko,None,Đông Nam,3.0,False,A1-E1-4 / 3.01-đạt gia residence
1068,Bán,2100000000,53.29,thủ đức,2,1,None,None,Đông Nam,11.0,False,A1-E1-12A / 11.01-đạt gia residence
1069,Bán,2100000000,53.29,thủ đức,2,1,Ko,None,Đông Nam,8.0,False,A1-E1-9 / 8.01-đạt gia residence
1070,Bán,1750000000,59.76,thủ đức,2,2,Ko,None,Đông Nam,12.0,False,A1-C2-12B / 12.02-đạt gia residence
1071,Bán,1895000000,56.55,thủ đức,2,2,Có,None,Tây Nam,3.0,False,A3-C24-4 / 3.02-đạt gia residence
1072,Thuê,11000000,90.88,quận 9,3,2,Ko,HDMB,Tây Bắc,6.0,False,A-06-03-saigon gateway
1073,Thuê,7500000,70.0,thủ đức,2,2,Ko,Sổ hồng,None,12.0,False,A12.09-fresca riverside
1074,Bán,2400000000,68.76,thủ đức,2,2,Ko,HDMB,None,10.0,False,A9-10-lavita garden 
1075,Thuê,10000000,71.4,thủ đức,2,2,Full,HDMB,Tây Nam,8.0,False,A4-08-lavita garden
1076,Bán,2786000000,71.4,thủ đức,2,2,None,HDMB,Đông Nam,18.0,False,B7-18-lavita garden
1077,Bán,2627000000,71.4,thủ đức,2,2,None,HDMB,Đông Bắc,6.0,False,B13-06-lavita garden
1078,Thuê,8500000,71.68,thủ đức,2,2,Ko,HDMB,Tây Bắc,17.0,False,B12-17-lavita garden
1079,Bán,2530000000,68.76,thủ đức,2,2,None,HDMB,Đông Nam,6.0,False,B3-06-lavita garden
1080,Bán,2650000000,68.76,thủ đức,2,2,None,HDMB,Đông Nam,16.0,False,B5-16-lavita garden
1081,Thuê,7000000,51.1,thủ đức,1,1,Ko,HDMB,Đông Bắc,12.0,False,A6-12-lavita garden
1082,Thuê,8500000,51.1,thủ đức,1,1,Full,HDMB,Đông Bắc,19.0,False,A6-19-lavita garden
1083,Thuê,8000000,51.1,thủ đức,1,1,None,HDMB,Đông Bắc,16.0,False,A6-16-lavita garden
1084,Thuê,10000000,68.76,thủ đức,2,2,Full,HDMB,Tây Bắc,16.0,False,A8-16-lavita garden
1085,Bán,2429000000,68.76,thủ đức,2,2,Có,HDMB,Đông Nam,10.0,False,A16-10-lavita garden
1086,Thuê,9000000,68.76,thủ đức,2,2,None,HDMB,Tây Nam,12.0,False,A3-12-lavita garden
1087,Thuê,12000000,71.4,thủ đức,2,2,Full,HDMB,Tây Nam,8.0,False,A4-08-lavita garden
1088,Bán,2675000000,71.4,thủ đức,2,2,None,HDMB,Tây Bắc,4.0,False,A12-04-lavita garden
1089,Thuê,11000000,68.76,thủ đức,2,2,Full,HDMB,Đông Nam,15.0,False,A14-15-lavita garden
1090,Bán,2400000000,68.76,thủ đức,2,2,None,HDMB,Đông Nam,2.0,False,A16-02-lavita garden
1091,Thuê,11000000,86.98,quận 9,3,2,Có,HDMB,Đông Nam,0.0,False,c9-12a-9 view
1092,Bán,3000000000,86.98,quận 9,3,2,Full,HDMB,Đông Nam,15.0,False,c9-15-9 view
1093,Bán,2777000000,58.1,quận 9,2,2,Có,HDMB,Tây Nam,9.0,False,c14-09-9 view
1094,Thuê,12500000,86.98,quận 9,3,2,Full,HDMB,Đông Nam,10.0,False,b8-10-9 view
1095,Bán,3250000000,86.98,quận 9,3,2,Có,HDMB,Đông Bắc,9.0,False,c1-09-9 view
1096,Thuê,10000000,86.98,quận 9,3,2,None,HDMB,Đông Bắc,13.0,False,c1-13-9 view
1097,Thuê,12000000,86.98,quận 9,3,2,Full,HDMB,Đông Bắc,15.0,False,c1-15-9 view
1098,Bán,2350000000,58.1,quận 9,2,2,Full,HDMB,Tây Bắc,16.0,False,b2-16-9 view
1099,Bán,2471000000,64.98,quận 9,2,2,Có,HDMB,Đông Nam,10.0,False,b15-10-9 view
1100,Bán,2532000000,64.98,quận 9,2,2,Có,HDMB,Đông Nam,13.0,False,b15-13-9 view
1101,Bán,2295000000,58.1,quận 9,2,2,Full,HDMB,Đông Nam,15.0,False,a7-15-9 view
1102,Bán,2721000000,81.34,quận 9,3,2,Có,HDMB,Đông Nam,10.0,False,b10-10-9 view
1103,Bán,3109000000,86.98,quận 9,3,2,Có,HDMB,Tây Nam,4.0,False,a3-04-9 view
1104,Bán,3083000000,86.98,quận 9,3,2,Full,HDMB,Tây Nam,7.0,False,a3-07-9 view
1105,Bán,2400000000,60.21,quận 9,2,2,Full,HDMB,Đông Nam,4.0,False,a6-04-9 view
1106,Bán,3000000000,86.98,quận 9,3,2,Ko,HDMB,Tây Nam,17.0,False,a3-17-9 view
1107,Thuê,10000000,81.26,quận 9,3,2,Có,HDMB,Đông Nam,4.0,False,a12-04-9 view
1108,Bán,3000000000,81.26,quận 9,3,2,None,HDMB,Đông Nam,5.0,False,a12-05-9 view
1109,Thuê,12000000,81.26,quận 9,3,2,Full,HDMB,Tây Bắc,15.0,False,a13-15-9 view
1110,Bán,3083000000,86.98,quận 9,3,2,Full,HDMB,Đông Bắc,4.0,False,a2-04-9 view
1111,Bán,2720000000,58.1,quận 9,2,2,Ko,HDMB,Đông Bắc,17.0,False,a1-17-9 view
1112,Bán,2195000000,58.1,quận 9,2,2,Full,HDMB,Đông Bắc,5.0,False,a1-05-9 view
1113,Bán,2773000000,75.45,thủ đức,2,2,Full,HDMB,Đông Bắc,14.0,False,D2.14.01-4s linh đông
1114,Bán,2885000000,69.94,thủ đức,2,2,Full,HDMB,Đông Bắc,19.0,False,D2.19.03-4s linh đông
1115,Bán,2500000000,75.45,thủ đức,2,2,Có,HDMB,Đông Bắc,20.0,False,D2.20.01-4s linh đông
1116,Bán,2585000000,68.72,thủ đức,2,2,Ko,HDMB,Đông Bắc,19.0,False,D2.19.02-4s linh đông
1117,Bán,3200000000,78.34,thủ đức,2,2,None,HDMB,Tây Nam,20.0,False,D2.20.06-4s linh đông
1118,Bán,2900000000,81.42,thủ đức,3,2,Full,HDMB,Tây Nam,10.0,True,D1.10.04-4s linh đông
1119,Bán,2800000000,68.72,thủ đức,2,2,Full,HDMB,Đông Bắc,17.0,False,D1.17.02-4s linh đông
1120,Bán,2848000000,75.45,thủ đức,2,2,Full,HDMB,Đông Bắc,15.0,False,D1.15.01-4s linh đông
1121,Bán,3000000000,81.42,thủ đức,3,2,Có,HDMB,Tây Nam,15.0,False,D1.15.04-4s linh đông
1122,Bán,2850000000,80.2,thủ đức,3,2,Full,HDMB,Tây Nam,19.0,False,D1.19.05-4s linh đông
1123,Bán,2855000000,71.09,thủ đức,2,2,None,HDMB,Tây Nam,3.0,False,D2.03.04-4s linh đông
1124,Bán,2700000000,80.2,thủ đức,3,2,Full,HDMB,Tây Nam,18.0,False,D1.18.05-4s linh đông
1125,Bán,2563000000,71.09,thủ đức,2,2,Full,HDMB,Tây Nam,4.0,False,D2.04.04-4s linh đông
1126,Bán,2361000000,69.94,thủ đức,2,2,Full,HDMB,Đông Bắc,3.0,False,D2.03.03-4s linh đông
1127,Bán,2260000000,68.72,thủ đức,2,2,None,HDMB,Đông Bắc,5.0,False,D2.05.02-4s linh đông
1128,Bán,2415000000,69.1,thủ đức,2,2,Full,HDMB,Tây Nam,4.0,False,D2.04.05-4s linh đông
1129,Bán,2500000000,75.45,thủ đức,2,2,Full,HDMB,Đông Bắc,10.0,False,D2.10.01-4s linh đông
1130,Bán,2350000000,67.2,thủ đức,2,2,None,HDMB,Đông Bắc,12.0,False,C2.12.06-4s linh đông
1131,Bán,2600000000,80.2,thủ đức,3,2,Full,HDMB,Tây Nam,3.0,False,D1.03.05-4s linh đông
1132,Bán,2700000000,75.45,thủ đức,2,2,Full,HDMB,Đông Bắc,6.0,True,D1.06.01-4s linh đông
1133,Bán,2500000000,69.94,thủ đức,2,2,Full,HDMB,Đông Bắc,8.0,False,D1.08.03-4s linh đông
1134,Bán,3900000000,140.0,thủ đức,3,2,Ko,HDMB,Đông Bắc,8.0,False,C1.08.08-4s linh đông
1135,Bán,2250000000,71.0,thủ đức,2,2,Full,HDMB,Tây Nam,12.0,True,C1.12.02-4s linh đông
1136,Bán,2150000000,76.2,thủ đức,2,2,None,HDMB,Đông Bắc,2.0,False,C2.02.08-4s linh đông
1137,Bán,2100000000,67.2,thủ đức,2,2,Ko,HDMB,Đông Bắc,5.0,False,C2.05.06-4s linh đông
1138,Bán,2025000000,67.2,thủ đức,2,2,Có,HDMB,Đông Bắc,2.0,False,C1.02.06-4s linh đông
1139,Bán,2150000000,67.2,thủ đức,2,2,Full,HDMB,Đông Bắc,8.0,False,C1.08.06-4s linh đông
1140,Bán,2200000000,76.8,thủ đức,2,2,Có,HDMB,Đông Bắc,14.0,False,B2.14.12-4s linh đông
1141,Thuê,9000000,72.9,thủ đức,2,2,Có,HDMB,Tây Nam,15.0,False,B2.15.06-4s linh đông
1142,Bán,2250000000,72.6,thủ đức,2,2,Full,HDMB,Tây Nam,2.0,False,C1.02.04-4s linh đông
1143,Thuê,8000000,76.2,thủ đức,2,2,Ko,HDMB,Đông Bắc,5.0,False,C1.05.08-4s linh đông
1144,Bán,2400000000,76.2,thủ đức,2,2,None,HDMB,Đông Bắc,7.0,False,C1.07.08-4s linh đông
1145,Bán,2300000000,72.7,thủ đức,2,2,None,HDMB,Đông Bắc,3.0,False,B2.03.09-4s linh đông
1146,Bán,2400000000,77.1,thủ đức,2,2,Full,HDMB,Đông Bắc,9.0,False,B2.09.07-4s linh đông
1147,Bán,2300000000,76.8,thủ đức,2,2,Có,HDMB,Đông Bắc,9.0,False,B1.09.12-4s linh đông
1148,Bán,2100000000,72.7,thủ đức,2,2,Full,HDMB,Đông Bắc,14.0,False,B1.14.09-4s linh đông
1149,Bán,2168000000,76.8,thủ đức,2,2,Có,HDMB,Đông Bắc,15.0,False,B1.15.12-4s linh đông
1150,Bán,2500000000,75.02,thủ đức,2,2,Full,HDMB,Tây Nam,16.0,False,A2.16.07-4s linh đông
1151,Bán,2000000000,70.9,thủ đức,2,2,Ko,HDMB,Tây Nam,3.0,False,B1.03.03-4s linh đông
1152,Bán,2500000000,76.7,thủ đức,2,2,Full,HDMB,Tây Nam,6.0,False,B1.06.01-4s linh đông
1153,Bán,1939000000,55.8,thủ đức,2,2,Có,HDMB,Tây Nam,6.0,False,B1.06.05-4s linh đông
1154,Bán,2150000000,66.2,thủ đức,2,2,Full,HDMB,Đông Bắc,6.0,True,B1.06.08-4s linh đông
1155,Bán,2500000000,74.74,thủ đức,2,2,Full,HDMB,Đông Bắc,6.0,False,A2.06.01-4s linh đông
1156,Bán,2400000000,74.74,thủ đức,2,2,Có,HDMB,Đông Bắc,12.0,False,A1.12.01-4s linh đông
1157,Bán,2500000000,71.2,thủ đức,2,2,Có,HDMB,Đông Bắc,12.0,False,A1.12.06-4s linh đông
1158,Bán,2472000000,74.74,thủ đức,2,2,Full,HDMB,Đông Bắc,16.0,False,A1.16.01-4s linh đông
1159,Bán,2400000000,71.2,thủ đức,2,2,Full,HDMB,Đông Bắc,14.0,False,A1.14.06-4s linh đông
1160,Bán,2700000000,75.0,thủ đức,2,2,None,HDMB,Tây Nam,2.0,False,A2.02.12-4s linh đông
1161,Bán,2152000000,75.02,thủ đức,2,2,None,HDMB,Tây Nam,3.0,False,A2.03.07-4s linh đông
1162,Bán,2300000000,74.74,thủ đức,2,2,None,HDMB,Đông Bắc,3.0,False,A2.03.01-4s linh đông
1163,Bán,1878000000,53.9,thủ đức,2,2,None,HDMB,Đông Bắc,5.0,False,A2.05.05-4s linh đông
1164,Bán,2354000000,74.74,thủ đức,2,2,Full,HDMB,Đông Bắc,3.0,False,A1.03.01-4s linh đông
1165,Thuê,9000000,75.02,thủ đức,2,2,Có,HDMB,Tây Nam,5.0,False,A1.05.07-4s linh đông
1166,Bán,2350000000,74.74,thủ đức,2,2,Full,HDMB,Đông Bắc,8.0,False,A1.08.01-4s linh đông
1167,Thuê,6500000,64.2,thủ đức,2,2,Có,Sổ hồng,Đông Bắc,18.0,False,B0-18.28-sunview town
1168,Bán,1900000000,64.2,thủ đức,2,2,Ko,Sổ hồng,Đông Nam,15.0,False,B0-15.15-sunview town
1169,Thuê,10000000,91.46,thủ đức,3,2,Có,Sổ hồng,Tây Bắc,16.0,False,B0-16.07-sunview town
1170,Bán,2526000000,70.61,thủ đức,2,2,Full,Sổ hồng,Tây Nam,16.0,False,B0-16.19-sunview town
1171,Bán,2326000000,76.98,thủ đức,2,2,Full,Sổ hồng,Đông Nam,17.0,False,B0-17.08-sunview town
1172,Bán,2500000000,64.2,thủ đức,2,2,Full,Sổ hồng,Đông Nam,11.0,False,B0-11.09-sunview town
1173,Bán,2700000000,64.2,thủ đức,2,2,Full,Sổ hồng,Tây Nam,12.0,False,B0-12.22-sunview town
1174,Bán,2100000000,64.2,thủ đức,2,2,Full,Sổ hồng,Đông Bắc,12.0,False,B0-12.27-sunview town
1175,Bán,2121000000,64.2,thủ đức,2,2,Full,Sổ hồng,Tây Bắc,9.0,False,B0-09.02-sunview town
1176,Bán,2600000000,64.2,thủ đức,2,2,Full,Sổ hồng,Đông Nam,9.0,False,B0-09.13-sunview town
1177,Thuê,7000000,64.2,thủ đức,2,2,None,Sổ hồng,Tây Bắc,9.0,False,B0-09.05-sunview town
1178,Bán,2003000000,64.2,thủ đức,2,2,Full,Sổ hồng,Đông Bắc,8.0,False,B0-08.28-sunview town
1179,Bán,2150000000,70.61,thủ đức,2,2,None,Sổ hồng,Tây Nam,9.0,False,B0-09.19-sunview town
1180,Bán,1600000000,44.67,thủ đức,1,1,None,Sổ hồng,Đông Bắc,10.0,False,B0-10.29-sunview town
1181,Bán,2500000000,64.2,thủ đức,2,2,Có,Sổ hồng,Đông Nam,4.0,False,B0-04.12-sunview town
1182,Thuê,6000000,44.67,thủ đức,1,1,Ko,Sổ hồng,Đông Bắc,5.0,False,B0-05.29-sunview town
1183,Bán,2252000000,76.98,thủ đức,2,2,Có,Sổ hồng,Đông Nam,7.0,False,B0-07.08-sunview town
1184,Bán,1892000000,54.0,thủ đức,2,1,Full,Sổ hồng,Tây Bắc,16.0,False,A3-16.16-sunview town
1185,Bán,1700000000,54.0,thủ đức,2,1,Full,Sổ hồng,Tây Bắc,12.0,False,A3-12.16-sunview town
1186,Bán,2200000000,71.55,thủ đức,2,2,Ko,Sổ hồng,Tây Bắc,9.0,False,A3-09.19-sunview town
1187,Thuê,6000000,57.72,thủ đức,2,2,None,Sổ hồng,Tây Bắc,17.0,False,A2-17.19-sunview town
1188,Bán,1853000,59.0,thủ đức,2,2,None,Sổ hồng,Đông Nam,4.0,False,A3-04.04-sunview town
1189,Bán,2251000000,71.55,thủ đức,2,2,None,Sổ hồng,Đông Nam,5.0,False,A3-05.07-sunview town
1190,Bán,1850000000,57.72,thủ đức,2,2,Có,Sổ hồng,Tây Bắc,14.0,False,A2-14.02-sunview town
1191,Bán,1900000000,52.81,thủ đức,2,1,Ko,Sổ hồng,Đông Nam,15.0,False,A2-15.07-sunview town
1192,Bán,1826000000,57.72,thủ đức,2,2,Có,Sổ hồng,Tây Bắc,9.0,False,A2-09.22-sunview town
1193,Bán,2000000000,57.72,thủ đức,2,2,Ko,Sổ hồng,Đông Nam,11.0,False,A2-11.06-sunview town
1194,Bán,1780000000,57.72,thủ đức,2,2,None,Sổ hồng,Tây Bắc,4.0,False,A2-04.01-sunview town
1195,Bán,2048000000,69.32,thủ đức,2,2,Full,Sổ hồng,Đông Nam,3.0,False,A2-03.04-sunview town
1196,Bán,2250000000,69.32,thủ đức,2,2,Full,Sổ hồng,Đông Nam,4.0,False,A2-04.15-sunview town
1197,Thuê,7000000,57.72,thủ đức,2,2,Có,Sổ hồng,Tây Bắc,7.0,False,A2-07.02-sunview town
1198,Bán,2400000000,62.19,thủ đức,2,2,None,Sổ hồng,Tây Nam,16.0,False,A1-16.11-sunview town
1199,Bán,2000000000,57.72,thủ đức,2,2,Full,Sổ hồng,Tây Bắc,12.0,False,A1-12.22-sunview town
1200,Bán,1926000000,69.32,thủ đức,2,2,Ko,Sổ hồng,Tây Bắc,14.0,False,A1-14.04-sunview town
1201,Bán,2000000000,57.72,thủ đức,2,2,None,Sổ hồng,Đông Nam,15.0,False,A1-15.09-sunview town
1202,Bán,2045000000,57.72,thủ đức,2,2,None,Sổ hồng,Tây Bắc,11.0,False,A1-11.22-sunview town
1203,Bán,2120000000,69.32,thủ đức,2,2,Full,Sổ hồng,Tây Bắc,11.0,False,A1-11.04-sunview town
1204,Bán,2026000000,69.32,thủ đức,2,2,Có,Sổ hồng,Đông Nam,11.0,False,A1-11.25-sunview town
1205,Bán,1950000000,69.32,thủ đức,2,2,Ko,Sổ hồng,Tây Bắc,11.0,False,A1-11.24-sunview town
1206,Bán,2400000000,57.72,thủ đức,2,2,Full,Sổ hồng,Đông Nam,7.0,False,A1-07.08-sunview town
1207,Thuê,9000000,76.56,thủ đức,3,2,Full,Sổ hồng,Tây Nam,7.0,False,A1-07.10-sunview town
1208,Thuê,7000000,57.72,thủ đức,2,2,Có,Sổ hồng,Tây Bắc,3.0,False,A1-03.03-sunview town
1209,Bán,2200000000,76.56,thủ đức,3,2,Ko,Sổ hồng,Tây Nam,3.0,False,A1-03.10-sunview town
1210,Bán,2100000000,69.32,thủ đức,2,2,None,Sổ hồng,Đông Nam,4.0,False,A1-04.05-sunview town
1211,Bán,2006000000,57.72,thủ đức,2,2,Full,Sổ hồng,Đông Bắc,4.0,False,A1-04.32-sunview town
1212,Bán,1674000000,52.81,thủ đức,2,1,Ko,Sổ hồng,Đông Bắc,4.0,False,A1-04.33-sunview town
1213,Bán,2050000000,69.32,thủ đức,2,2,Có,Sổ hồng,Tây Bắc,5.0,False,A1-05.04-sunview town
1214,Thuê,8000000,65.9,quận 9,2,2,Có,HDMB,Tây Nam,6.0,False,B-06-18-saigon gateway
1215,Thuê,11500000,96.0,quận 9,3,2,Full,HDMB,Tây Bắc,4.0,False,A-4-18-the eastern
1216,Thuê,20000000,57.38,quận 9,2,2,Ko,HDMB,Đông Bắc,17.0,False,A1-17-03-gia hòa art
1217,Bán,2500000000,65.9,quận 9,2,2,Full,HDMB,Đông Bắc,16.0,False,B-16-03-saigon gateway
1218,Bán,2350000000,61.78,quận 9,2,2,Full,HDMB,None,1.0,False,B-01-09-saigon gateway
1219,Bán,2440000000,65.92,quận 9,2,2,Ko,HDMB,Đông Nam,10.0,False,B-10-10-saigon gateway
1220,Bán,2496000000,66.48,quận 9,2,2,Full,HDMB,Đông Bắc,24.0,False,B-24-21-saigon gateway
1221,Bán,2400000000,65.9,quận 9,2,2,Ko,HDMB,Tây Nam,24.0,False,B-24-17-saigon gateway
1222,Bán,3250000000,110.7,thủ đức,3,2,Có,Sổ hồng,Tây Bắc,5.0,False,B2-5.4-the navita
1223,Bán,3500000000,110.7,thủ đức,3,2,Có,Sổ hồng,Đông Nam,7.0,False,B2-7.10-the navita
1224,Bán,3800000000,110.7,thủ đức,3,2,Full,Sổ hồng,Đông Nam,7.0,False,B2-7.12-the navita
1225,Bán,4600000000,68.88,quận 9,2,2,Full,HDMB,Đông Bắc,2.0,False,D1-02-02-gia hòa art
1226,Bán,2896680000,68.88,quận 9,2,2,Full,HDMB,Tây Nam,13.0,False,D1-13-05-gia hòa art
1227,Bán,2850000000,68.88,quận 9,2,2,Ko,HDMB,Đông Bắc,13.0,False,D1-13-02-gia hòa art
1228,Bán,3000000000,59.49,quận 9,2,2,None,HDMB,Tây Bắc,15.0,False,D1-15-03-gia hòa art
1229,Bán,2950000000,68.88,quận 9,2,2,None,HDMB,Tây Nam,16.0,False,D1-16-05-gia hòa art
1230,Bán,2950000000,67.58,quận 9,2,2,Full,HDMB,Đông Bắc,14.0,False,D1-14-10-gia hòa art
1231,Bán,4200000000,59.6,quận 9,2,2,Full,HDMB,Đông Nam,1.0,False,D2-01-03-gia hòa art
1232,Bán,3900000000,59.6,quận 9,2,2,Full,HDMB,Đông Nam,1.0,False,D2-01-04-gia hòa art
1233,Bán,4000000000,82.22,quận 9,2,2,None,HDMB,Tây Nam,18.0,False,D2-18-02-gia hòa art
1234,Bán,4500000000,82.22,quận 9,2,2,Full,HDMB,Đông Bắc,18.0,False,D2-18-01-gia hòa art
1235,Bán,2650000000,59.49,quận 9,2,2,Full,HDMB,Đông Nam,7.0,False,D2-07-04-gia hòa art
1236,Thuê,10500000,66.33,quận 9,2,2,Full,HDMB,Tây Nam,4.0,False,D2-04-08-gia hòa art
1237,Bán,2850000000,67.58,quận 9,2,2,Full,HDMB,Đông Bắc,8.0,False,D2-08-10-gia hòa art
1238,Bán,2800000000,70.4,quận 9,2,2,Có,HDMB,Tây Nam,9.0,False,D2-09-06-gia hòa art
1239,Bán,2900000000,68.88,quận 9,2,2,Full,HDMB,Tây Nam,11.0,False,D2-11-05-gia hòa art
1240,Thuê,10000000,59.49,quận 9,2,2,Có,HDMB,Đông Nam,12.0,False,D2-12-03-gia hòa art
1241,Bán,3000000000,67.58,quận 9,2,2,Full,HDMB,Tây Nam,17.0,False,D2-17-07-gia hòa art
1242,Bán,5500000000,128.91,quận 9,3,2,Ko,HDMB,Tây Nam,1.0,False,B1-01-07-gia hòa art
1243,Bán,4500000000,74.69,quận 9,2,2,None,HDMB,Đông Bắc,1.0,False,B1-01-04-gia hòa art
1244,Bán,4200000000,86.2,quận 9,2,2,Có,HDMB,Đông Bắc,18.0,False,D2-18-04-gia hòa art
1245,Bán,4700000000,74.69,quận 9,2,2,Full,HDMB,Đông Bắc,1.0,False,B2-01-05-gia hòa art
